Time,Distance,RPM
0.000,0.000,1155.000000
0.100,0.000,1042.000000
0.200,0.000,922.000000
0.300,0.000,863.000000
0.400,0.000,820.000000
0.500,0.000,834.000000
0.600,0.000,881.000000
0.700,0.000,918.000000
0.800,0.000,1003.000000
0.900,0.000,1078.329956
1.000,0.000,1111.040039
1.100,0.000,1114.739990
1.200,0.000,1088.849976
1.300,0.000,1073.800049
1.400,0.000,1053.510010
1.500,0.000,1004.369995
1.600,0.000,942.229980
1.700,0.000,965.010010
1.800,0.000,966.090027
1.900,0.000,974.880005
2.000,0.000,963.260010
2.100,0.000,989.239990
2.200,0.000,1013.030029
2.300,0.000,1016.099976
2.400,0.000,1025.920044
2.500,0.000,1017.979980
2.600,0.000,1015.750000
2.700,0.000,990.580017
2.800,0.000,970.200012
2.900,0.000,979.840027
3.000,0.000,971.840027
3.100,0.000,964.260010
3.200,0.000,976.739990
3.300,0.000,964.179993
3.400,0.000,972.479980
3.500,0.000,947.460022
3.600,0.000,970.320007
3.700,0.000,986.539978
3.800,0.000,1013.500000
3.900,0.000,1038.319946
4.000,0.000,1052.900024
4.100,0.000,999.340027
4.200,0.000,1015.380005
4.300,0.000,984.700012
4.400,0.000,970.320007
4.500,0.000,986.599976
4.600,0.000,1005.219971
4.700,0.000,980.239990
4.800,0.000,988.299988
4.900,0.000,997.549988
5.000,0.000,982.609985
5.100,0.000,969.580017
5.200,0.000,955.669983
5.300,0.000,943.799988
5.400,0.000,905.059998
5.500,0.000,907.450012
5.600,0.000,922.479980
5.700,0.000,938.239990
5.800,0.000,946.419983
5.900,0.000,959.789978
6.000,0.000,952.400024
6.100,0.000,932.580017
6.200,0.000,919.419983
6.300,0.000,933.799988
6.400,0.000,953.520020
6.500,0.000,965.479980
6.600,0.000,952.359985
6.700,0.000,936.840027
6.800,0.000,933.080017
6.900,0.000,934.719971
7.000,0.000,928.159973
7.100,0.000,932.760010
7.200,0.000,950.239990
7.300,0.000,932.520020
7.400,0.000,944.320007
7.500,0.000,928.320007
7.600,0.000,935.479980
7.700,0.000,924.400024
7.800,0.000,957.880005
7.900,0.000,954.760010
8.000,0.000,948.159973
8.100,0.000,928.049988
8.200,0.000,929.900024
8.300,0.000,947.950012
8.400,0.000,966.299988
8.500,0.000,969.750000
8.600,0.000,926.599976
8.700,0.000,919.400024
8.800,0.000,927.200012
8.900,0.000,930.650024
9.000,0.000,923.849976
9.100,0.000,921.349976
9.200,0.000,929.400024
9.300,0.000,954.799988
9.400,0.000,931.450012
9.500,0.000,920.099976
9.600,0.000,902.750000
9.700,0.000,897.450012
9.800,0.000,888.349976
9.900,0.000,914.539978
10.000,0.000,925.099976
10.100,0.000,958.239990
10.200,0.000,963.260010
10.300,0.000,981.619995
10.400,0.000,960.359985
10.500,0.000,966.239990
10.600,0.000,967.900024
10.700,0.000,932.659973
10.800,0.000,894.679993
10.900,0.000,876.400024
11.000,0.000,914.960022
11.100,0.000,928.500000
11.200,0.000,905.239990
11.300,0.000,910.320007
11.400,0.000,933.520020
11.500,0.000,1000.000000
11.600,0.000,1442.199951
11.700,0.000,1746.849976
11.800,0.000,1790.300049
11.900,0.000,1679.810059
12.000,0.000,1564.209961
12.100,0.000,1463.010010
12.200,0.000,1307.479980
12.300,0.000,1176.939941
12.400,0.000,1120.550049
12.500,0.000,1084.640015
12.600,0.000,1041.959961
12.700,0.000,1068.770020
12.800,0.000,1081.660034
12.900,0.000,1120.219971
13.000,0.000,1165.869995
13.100,0.000,1206.030029
13.200,0.001,1236.500000
13.300,0.001,1284.469971
13.400,0.001,1305.189941
13.500,0.001,1320.760010
13.600,0.001,1316.800049
13.700,0.001,1302.280029
13.800,0.001,1292.079956
13.900,0.001,1268.479980
14.000,0.001,1248.439941
14.100,0.002,1216.439941
14.200,0.002,1185.319946
14.300,0.002,1164.719971
14.400,0.002,1148.079956
14.500,0.002,1129.439941
14.600,0.003,1178.839966
14.700,0.003,1300.079956
14.800,0.003,1393.079956
14.900,0.003,1395.199951
15.000,0.004,1416.119995
15.100,0.004,1509.920044
15.200,0.004,1652.920044
15.300,0.005,1720.459961
15.400,0.005,1717.430054
15.500,0.005,1753.969971
15.600,0.006,1887.060059
15.700,0.006,2013.859985
15.800,0.006,2064.439941
15.900,0.007,2084.040039
16.000,0.007,2152.189941
16.100,0.008,2342.560059
16.200,0.008,2514.500000
16.300,0.009,2557.479980
16.400,0.009,2538.030029
16.500,0.010,2609.889893
16.600,0.010,2729.629883
16.700,0.011,2835.189941
16.800,0.011,2919.350098
16.900,0.012,2930.389893
17.000,0.012,2908.770020
17.100,0.013,2970.699951
17.200,0.014,3105.399902
17.300,0.014,3212.199951
17.400,0.015,3254.399902
17.500,0.016,3304.199951
17.600,0.016,3402.800049
17.700,0.017,3469.199951
17.800,0.018,3515.500000
17.900,0.018,3504.000000
18.000,0.019,3434.800049
18.100,0.020,3376.600098
18.200,0.020,3352.800049
18.300,0.021,3328.600098
18.400,0.022,3286.300049
18.500,0.022,3262.899902
18.600,0.023,3272.300049
18.700,0.024,3282.399902
18.800,0.025,3267.100098
18.900,0.025,3260.760010
19.000,0.026,3279.399902
19.100,0.027,3322.810059
19.200,0.027,3393.149902
19.300,0.028,3459.030029
19.400,0.029,3529.610107
19.500,0.029,3572.360107
19.600,0.030,3543.080078
19.700,0.031,3468.000000
19.800,0.032,3375.260010
19.900,0.032,3345.000000
20.000,0.033,3341.919922
20.100,0.034,3320.409912
20.200,0.034,3359.879883
20.300,0.035,3471.510010
20.400,0.036,3602.500000
20.500,0.037,3649.860107
20.600,0.037,3683.120117
20.700,0.038,3773.879883
20.800,0.039,3847.399902
20.900,0.040,3912.120117
21.000,0.040,3902.239990
21.100,0.041,3628.399902
21.200,0.042,3349.360107
21.300,0.043,3077.479980
21.400,0.044,2808.399902
21.500,0.045,2553.520020
21.600,0.045,2306.840088
21.700,0.046,2115.639893
21.800,0.047,1944.359985
21.900,0.048,1849.839966
