Time,Distance,GPS_Speed
0.000,0.000,158.481995
0.100,0.004,158.985001
0.200,0.009,159.776001
0.300,0.013,160.867004
0.400,0.018,161.870010
0.500,0.022,162.870010
0.600,0.027,163.870010
0.700,0.031,164.870010
0.800,0.036,165.773010
0.900,0.041,166.673004
1.000,0.045,167.766998
1.100,0.050,168.867004
1.200,0.055,169.870010
1.300,0.060,170.966995
1.400,0.064,171.970001
1.500,0.069,173.067001
1.600,0.074,174.166992
1.700,0.079,175.169998
1.800,0.084,176.073013
1.900,0.089,176.973007
2.000,0.094,177.776001
2.100,0.099,178.576004
2.200,0.104,179.473007
2.300,0.109,180.179001
2.400,0.114,180.975998
2.500,0.119,181.970001
2.600,0.124,182.970001
2.700,0.129,183.679001
2.800,0.134,184.475998
2.900,0.139,185.082001
3.000,0.144,185.681992
3.100,0.149,187.349014
3.200,0.155,187.788010
3.300,0.160,188.188004
3.400,0.165,188.781998
3.500,0.170,189.382004
3.600,0.176,190.079010
3.700,0.181,191.070007
3.800,0.186,192.166992
3.900,0.192,193.169998
4.000,0.197,194.169998
4.100,0.202,195.266998
4.200,0.208,196.173004
4.300,0.213,196.975998
4.400,0.219,197.873016
4.500,0.224,198.773010
4.600,0.230,199.576004
4.700,0.236,200.473007
4.800,0.241,201.373016
4.900,0.247,201.981995
5.000,0.252,202.679001
5.100,0.258,203.475998
5.200,0.264,203.306000
5.300,0.269,203.009003
5.400,0.275,202.029999
5.500,0.280,200.350998
5.600,0.286,198.166000
5.700,0.291,195.675003
5.800,0.297,192.399002
5.900,0.302,189.098999
6.000,0.307,185.604996
6.100,0.312,181.813995
6.200,0.317,178.208008
6.300,0.322,174.414001
6.400,0.327,170.710999
6.500,0.331,167.011002
6.600,0.336,163.311005
6.700,0.340,159.999008
6.800,0.345,156.699005
6.900,0.349,153.787003
7.000,0.353,151.080994
7.100,0.357,148.574997
7.200,0.361,146.268997
7.300,0.365,144.648010
7.400,0.369,142.951004
7.500,0.373,141.542007
7.600,0.377,140.238998
7.700,0.381,138.842010
7.800,0.385,137.830002
7.900,0.389,136.830002
8.000,0.392,135.733002
8.100,0.396,134.729996
8.200,0.400,133.729996
8.300,0.404,132.826996
8.400,0.407,132.024002
8.500,0.411,131.223999
8.600,0.415,130.520996
8.700,0.418,129.820999
8.800,0.422,129.218002
8.900,0.425,128.618011
9.000,0.429,128.115005
9.100,0.432,127.712006
9.200,0.436,127.215004
9.300,0.439,126.617996
9.400,0.443,126.114998
9.500,0.446,125.614998
9.600,0.450,125.017998
9.700,0.453,124.709007
9.800,0.457,124.409004
9.900,0.460,124.303001
10.000,0.464,124.348503
10.100,0.467,124.398499
10.200,0.471,124.594002
10.300,0.474,124.987999
10.400,0.478,125.291000
10.500,0.481,125.688004
10.600,0.485,126.087997
10.700,0.488,126.487999
10.800,0.492,126.888000
10.900,0.495,127.288002
11.000,0.499,127.688004
11.100,0.502,128.088013
11.200,0.506,128.681992
11.300,0.509,129.184998
11.400,0.513,129.781998
11.500,0.517,130.479004
11.600,0.520,131.276001
11.700,0.524,132.173004
11.800,0.528,133.073013
11.900,0.531,134.070007
12.000,0.535,135.070007
12.100,0.539,136.166992
12.200,0.543,137.364014
12.300,0.547,138.564011
12.400,0.551,139.666992
12.500,0.554,140.766998
12.600,0.558,141.867004
12.700,0.562,142.870010
12.800,0.566,143.966995
12.900,0.570,144.970001
13.000,0.574,145.873016
13.100,0.578,146.773010
13.200,0.583,147.188004
13.300,0.587,147.490997
13.400,0.591,147.597000
13.500,0.595,147.454514
13.600,0.599,147.304504
13.700,0.603,147.397003
13.800,0.607,147.303009
13.900,0.611,147.203003
14.000,0.615,147.296997
14.100,0.619,147.494003
14.200,0.624,147.403015
14.300,0.628,147.303009
14.400,0.632,147.106003
14.500,0.636,146.809006
14.600,0.640,146.606003
14.700,0.644,146.211990
14.800,0.648,145.811996
14.900,0.652,145.412003
15.000,0.656,145.011993
15.100,0.660,144.514999
15.200,0.664,144.209000
15.300,0.668,143.811996
15.400,0.672,143.509003
15.500,0.676,143.306000
15.600,0.680,143.203003
15.700,0.684,143.103012
15.800,0.688,143.148499
15.900,0.692,143.198502
16.000,0.696,143.394012
16.100,0.700,143.594009
16.200,0.704,143.891006
16.300,0.708,144.190994
16.400,0.712,144.588013
16.500,0.716,145.085007
16.600,0.720,145.585007
16.700,0.724,145.988007
16.800,0.728,146.582001
16.900,0.732,146.696991
17.000,0.736,146.554504
17.100,0.740,146.404510
17.200,0.744,145.915009
17.300,0.748,144.930008
17.400,0.752,143.930008
17.500,0.756,142.735992
17.600,0.760,141.342010
17.700,0.764,139.651001
17.800,0.768,137.757004
17.900,0.772,135.759995
18.000,0.775,133.565994
18.100,0.779,130.978012
18.200,0.783,128.669006
18.300,0.786,126.174995
18.400,0.790,123.869003
18.500,0.793,121.666000
18.600,0.796,119.466003
18.700,0.800,117.266006
18.800,0.803,115.163002
18.900,0.806,113.063004
19.000,0.809,110.866005
19.100,0.812,108.763008
19.200,0.815,106.566002
19.300,0.818,104.366005
19.400,0.821,102.166000
19.500,0.824,100.063004
19.600,0.826,98.059998
19.700,0.829,96.059998
19.800,0.832,94.254005
19.900,0.834,92.551003
20.000,0.837,91.044998
20.100,0.839,89.836006
20.200,0.842,88.636002
20.300,0.844,87.824005
20.400,0.846,86.927002
20.500,0.849,86.124001
20.600,0.851,85.517998
20.700,0.854,84.724007
20.800,0.856,83.924004
20.900,0.858,83.124001
21.000,0.860,82.324005
21.100,0.863,81.524002
21.200,0.865,80.820999
21.300,0.867,80.315002
21.400,0.869,79.912003
21.500,0.872,79.609001
21.600,0.874,79.405998
21.700,0.876,79.303001
21.800,0.878,79.397003
21.900,0.880,79.497002
22.000,0.883,79.694008
22.100,0.885,79.990997
22.200,0.887,80.388000
22.300,0.889,80.788002
22.400,0.892,81.382004
22.500,0.894,81.982002
22.600,0.896,82.679001
22.700,0.899,83.475998
22.800,0.901,84.373001
22.900,0.903,85.273003
23.000,0.906,86.173004
23.100,0.908,87.072998
23.200,0.911,88.070000
23.300,0.913,89.070000
23.400,0.915,90.070000
23.500,0.918,91.070000
23.600,0.921,92.070000
23.700,0.923,93.070000
23.800,0.926,94.070000
23.900,0.928,95.167007
24.000,0.931,96.363998
24.100,0.934,97.563995
24.200,0.937,98.958000
24.300,0.939,100.164001
24.400,0.942,101.557999
24.500,0.945,102.861000
24.600,0.948,104.063995
24.700,0.951,105.361000
24.800,0.954,106.661003
24.900,0.957,107.960999
25.000,0.960,109.261002
25.100,0.963,110.658005
25.200,0.966,111.863998
25.300,0.969,113.258003
25.400,0.972,114.463997
25.500,0.976,115.664001
25.600,0.979,116.863998
25.700,0.982,117.967003
25.800,0.985,119.067001
25.900,0.989,120.167007
26.000,0.992,121.267006
26.100,0.995,122.270004
26.200,0.999,123.367004
26.300,1.002,124.758003
26.400,1.006,125.673004
26.500,1.009,126.475998
26.600,1.013,127.276001
26.700,1.016,127.688004
26.800,1.020,127.797005
26.900,1.024,127.897003
27.000,1.027,127.803001
27.100,1.031,127.605995
27.200,1.034,127.794006
27.300,1.038,128.091003
27.400,1.041,128.391006
27.500,1.045,128.981995
27.600,1.049,129.679001
27.700,1.052,130.281998
27.800,1.056,130.979004
27.900,1.059,131.679001
28.000,1.063,132.475998
28.100,1.067,133.276001
28.200,1.071,134.076004
28.300,1.074,134.876007
28.400,1.078,135.675995
28.500,1.082,136.475998
28.600,1.086,137.276001
28.700,1.089,138.076004
28.800,1.093,138.876007
28.900,1.097,139.675995
29.000,1.101,140.475998
29.100,1.105,141.276001
29.200,1.109,142.076004
29.300,1.113,142.876007
29.400,1.117,143.675995
29.500,1.121,144.475998
29.600,1.125,145.179001
29.700,1.129,145.975998
29.800,1.133,146.679001
29.900,1.137,147.379013
30.000,1.141,148.079010
30.100,1.145,148.779007
30.200,1.150,149.479004
30.300,1.154,150.179001
30.400,1.158,150.879013
30.500,1.162,151.579010
30.600,1.166,152.181992
30.700,1.171,152.879013
30.800,1.175,153.481995
30.900,1.179,154.179001
31.000,1.184,154.781998
31.100,1.188,155.479004
31.200,1.192,156.082001
31.300,1.197,156.681992
31.400,1.201,157.281998
31.500,1.205,157.882004
31.600,1.210,158.481995
31.700,1.214,159.179001
31.800,1.219,159.781998
31.900,1.223,160.382004
32.000,1.227,160.981995
32.100,1.232,161.679001
32.200,1.236,162.281998
32.300,1.241,162.882004
32.400,1.246,163.579010
32.500,1.250,164.181992
32.600,1.255,164.879013
32.700,1.259,165.579010
32.800,1.264,166.181992
32.900,1.269,166.781998
33.000,1.273,167.479004
33.100,1.278,168.082001
33.200,1.283,168.779007
33.300,1.287,169.479004
33.400,1.292,170.082001
33.500,1.297,170.779007
33.600,1.301,171.479004
33.700,1.306,172.179001
33.800,1.311,172.781998
33.900,1.316,173.382004
34.000,1.321,174.079010
34.100,1.326,174.779007
34.200,1.330,175.382004
34.300,1.335,176.079010
34.400,1.340,176.585007
34.500,1.345,176.988007
34.600,1.350,177.388016
34.700,1.355,177.496994
34.800,1.360,177.306000
34.900,1.365,177.106003
35.000,1.370,176.809006
35.100,1.375,176.315002
35.200,1.380,176.203003
35.300,1.384,176.103012
35.400,1.389,176.197006
35.500,1.394,176.296997
35.600,1.399,176.494003
35.700,1.404,176.694000
35.800,1.409,177.184998
35.900,1.414,177.490997
36.000,1.419,177.791000
36.100,1.424,178.091003
36.200,1.429,178.391006
36.300,1.434,178.690994
36.400,1.439,178.894012
36.500,1.444,179.190994
36.600,1.449,179.588013
36.700,1.454,179.794006
36.800,1.459,180.091003
36.900,1.464,180.391006
37.000,1.469,180.690994
37.100,1.474,180.990997
37.200,1.479,181.194000
37.300,1.484,181.490997
37.400,1.489,181.791000
37.500,1.494,182.091003
37.600,1.499,182.391006
37.700,1.504,182.690994
37.800,1.509,182.990997
37.900,1.514,183.194000
38.000,1.519,183.490997
38.100,1.524,183.888016
38.200,1.530,184.190994
38.300,1.535,184.490997
38.400,1.540,184.791000
38.500,1.545,185.188004
38.600,1.550,185.490997
38.700,1.555,185.888016
38.800,1.560,186.190994
38.900,1.566,186.588013
39.000,1.571,186.988007
39.100,1.576,187.485001
39.200,1.581,187.888016
39.300,1.586,188.385010
39.400,1.592,188.788010
39.500,1.597,189.285004
39.600,1.602,189.688004
39.700,1.607,190.184998
39.800,1.613,190.588013
39.900,1.618,191.085007
40.000,1.623,191.585007
40.100,1.629,191.988007
40.200,1.634,192.485001
40.300,1.639,192.985001
40.400,1.645,193.485001
40.500,1.650,193.888016
40.600,1.656,194.385010
40.700,1.661,194.788010
40.800,1.666,195.285004
40.900,1.672,195.688004
41.000,1.677,196.088013
41.100,1.683,196.488007
41.200,1.688,196.791000
41.300,1.694,197.091003
41.400,1.699,197.391006
41.500,1.705,197.594009
41.600,1.710,197.794006
41.700,1.716,197.994003
41.800,1.721,198.048508
41.900,1.727,198.098511
42.000,1.732,198.080597
42.100,1.738,198.060593
42.200,1.743,198.040604
42.300,1.749,198.020599
42.400,1.754,198.000595
42.500,1.760,197.951508
42.600,1.765,197.901505
42.700,1.771,197.803009
42.800,1.776,197.703003
42.900,1.782,197.505997
43.000,1.787,197.403015
43.100,1.793,197.205994
43.200,1.798,197.005997
43.300,1.804,196.806000
43.400,1.809,196.509003
43.500,1.814,196.112000
43.600,1.820,195.711990
43.700,1.825,195.214996
43.800,1.831,194.618011
43.900,1.836,194.115005
44.000,1.842,193.518005
44.100,1.847,192.820999
44.200,1.852,192.218002
44.300,1.858,191.520996
44.400,1.863,190.918015
44.500,1.868,190.220993
44.600,1.873,189.520996
44.700,1.879,188.918015
44.800,1.884,188.318008
44.900,1.889,187.718002
45.000,1.894,187.118011
45.100,1.899,186.518005
45.200,1.905,185.918015
45.300,1.910,185.318008
45.400,1.915,184.718002
45.500,1.920,184.118011
45.600,1.925,183.518005
45.700,1.930,182.918015
45.800,1.935,182.511993
45.900,1.940,181.918015
46.000,1.945,181.415009
46.100,1.950,180.915009
46.200,1.955,180.220993
46.300,1.960,179.618011
46.400,1.965,179.018005
46.500,1.970,178.418015
46.600,1.975,177.042007
46.700,1.980,176.709000
46.800,1.985,176.505997
46.900,1.990,176.403015
47.000,1.995,176.496994
47.100,2.000,176.403015
47.200,2.005,175.526993
47.300,2.009,174.335999
47.400,2.014,173.039001
47.500,2.019,171.544998
47.600,2.024,169.753998
47.700,2.028,168.148010
47.800,2.033,166.257004
47.900,2.038,164.357010
48.000,2.042,162.457016
48.100,2.047,160.557007
48.200,2.051,158.559998
48.300,2.055,156.559998
48.400,2.060,154.559998
48.500,2.064,152.559998
48.600,2.068,150.463013
48.700,2.072,148.557007
48.800,2.076,146.657013
48.900,2.080,144.854004
49.000,2.084,143.151001
49.100,2.088,141.645004
49.200,2.092,139.951004
49.300,2.096,138.445007
49.400,2.100,136.750992
49.500,2.103,134.954010
49.600,2.107,133.057007
49.700,2.111,130.963013
49.800,2.114,128.669006
49.900,2.118,126.466003
50.000,2.121,124.168999
50.100,2.125,121.772003
50.200,2.128,119.469002
50.300,2.131,117.266006
50.400,2.134,115.163002
50.500,2.138,113.159996
50.600,2.141,111.354004
50.700,2.144,109.651001
50.800,2.147,108.144997
50.900,2.150,106.644997
51.000,2.153,105.339005
51.100,2.156,104.233002
51.200,2.158,103.036003
51.300,2.161,102.029999
51.400,2.164,101.029999
51.500,2.167,100.126999
51.600,2.170,99.324005
51.700,2.172,98.524002
51.800,2.175,97.820999
51.900,2.178,97.121002
52.000,2.180,96.517998
52.100,2.183,95.917999
52.200,2.186,95.318001
52.300,2.188,94.718002
52.400,2.191,94.312004
52.500,2.194,93.912003
52.600,2.196,93.609001
52.700,2.199,93.502998
52.800,2.201,93.548500
52.900,2.204,93.598495
53.000,2.207,93.697006
53.100,2.209,93.894005
53.200,2.212,93.997002
53.300,2.214,94.291000
53.400,2.217,94.397003
53.500,2.220,94.497002
53.600,2.222,94.694008
53.700,2.225,94.797005
53.800,2.228,94.897003
53.900,2.230,94.997002
54.000,2.233,95.194008
54.100,2.236,95.394005
54.200,2.238,95.691002
54.300,2.241,95.894005
54.400,2.244,96.288002
54.500,2.246,96.688004
54.600,2.249,97.087997
54.700,2.252,97.584999
54.800,2.254,98.182007
54.900,2.257,98.685005
55.000,2.260,99.282005
55.100,2.263,99.882004
55.200,2.265,100.482002
