Time,Distance,GPS_Speed
0.000,0.000,160.330002
0.100,0.004,161.630005
0.200,0.009,162.910004
0.300,0.014,164.040009
0.400,0.018,165.400009
0.500,0.023,166.369995
0.600,0.027,167.080002
0.700,0.032,167.860001
0.800,0.037,168.430008
0.900,0.041,168.770004
1.000,0.046,169.460007
1.100,0.051,170.059998
1.200,0.056,170.690002
1.300,0.060,171.610001
1.400,0.065,172.690002
1.500,0.070,173.589996
1.600,0.075,174.500015
1.700,0.080,175.490005
1.800,0.085,176.389999
1.900,0.090,177.289993
2.000,0.095,178.180008
2.100,0.099,178.980011
2.200,0.104,179.779999
2.300,0.109,180.580002
2.400,0.115,181.380005
2.500,0.120,182.180008
2.600,0.125,182.980011
2.700,0.130,183.779999
2.800,0.135,184.589996
2.900,0.140,185.480011
3.000,0.145,186.279999
3.100,0.150,187.080002
3.200,0.156,187.880005
3.300,0.161,188.680008
3.400,0.166,189.490005
3.500,0.171,190.400009
3.600,0.177,191.400009
3.700,0.182,192.400009
3.800,0.187,193.400009
3.900,0.193,194.389999
4.000,0.198,195.279999
4.100,0.204,196.080002
4.200,0.209,196.889999
4.300,0.215,197.779999
4.400,0.220,198.570007
4.500,0.226,199.279999
4.600,0.231,200.080002
4.700,0.237,200.880005
4.800,0.243,201.700012
4.900,0.248,202.650009
5.000,0.254,203.180008
5.100,0.259,203.940002
5.200,0.265,204.250000
5.300,0.271,203.740005
5.400,0.276,203.029999
5.500,0.282,201.240005
5.600,0.288,198.600006
5.700,0.293,195.590012
5.800,0.298,192.369995
5.900,0.304,188.139999
6.000,0.309,184.530014
6.100,0.314,180.809998
6.200,0.319,176.930008
6.300,0.323,173.230011
6.400,0.328,169.540009
6.500,0.333,165.949997
6.600,0.337,162.449997
6.700,0.342,158.990005
6.800,0.346,155.889999
6.900,0.350,152.830002
7.000,0.354,150.150009
7.100,0.358,147.680008
7.200,0.363,145.489990
7.300,0.367,143.440002
7.400,0.370,141.839996
7.500,0.374,140.270004
7.600,0.378,138.980011
7.700,0.382,137.800003
7.800,0.386,136.830002
7.900,0.390,136.139999
8.000,0.393,135.559998
8.100,0.397,135.169998
8.200,0.401,134.870010
8.300,0.405,134.590012
8.400,0.408,134.460007
8.500,0.412,134.050003
8.600,0.416,133.559998
8.700,0.420,133.149994
8.800,0.423,132.630005
8.900,0.427,131.940002
9.000,0.430,131.340012
9.100,0.434,130.750000
9.200,0.438,130.240005
9.300,0.441,129.639999
9.400,0.445,129.050003
9.500,0.449,128.559998
9.600,0.452,128.160004
9.700,0.456,127.770004
9.800,0.459,127.480003
9.900,0.463,127.290001
10.000,0.466,127.206673
10.100,0.470,127.273338
10.200,0.473,127.340004
10.300,0.477,127.419998
10.400,0.480,127.626999
10.500,0.484,127.945000
10.600,0.487,128.436005
10.700,0.491,128.835999
10.800,0.495,129.235992
10.900,0.498,129.645004
11.000,0.502,130.145004
11.100,0.505,130.654007
11.200,0.509,131.263000
11.300,0.513,131.963013
11.400,0.516,132.690002
11.500,0.520,133.708008
11.600,0.524,134.908005
11.700,0.528,136.108002
11.800,0.532,137.317001
11.900,0.535,138.617004
12.000,0.539,139.908005
12.100,0.543,141.117004
12.200,0.547,142.417007
12.300,0.551,143.717010
12.400,0.555,145.008011
12.500,0.559,146.217010
12.600,0.563,147.508011
12.700,0.567,148.708008
12.800,0.572,149.908005
12.900,0.576,151.098999
13.000,0.580,152.208008
13.100,0.584,153.399002
13.200,0.589,154.472015
13.300,0.593,155.263000
13.400,0.597,155.954010
13.500,0.602,156.535995
13.600,0.606,156.927002
13.700,0.610,157.235992
13.800,0.615,157.618011
13.900,0.619,157.835999
14.000,0.623,158.263000
14.100,0.628,158.963013
14.200,0.632,159.626999
14.300,0.637,159.954010
14.400,0.641,160.494003
14.500,0.646,160.427338
14.600,0.650,160.360672
14.700,0.655,160.273010
14.800,0.659,159.964005
14.900,0.663,159.573013
15.000,0.668,159.264008
15.100,0.672,158.864014
15.200,0.677,158.473007
15.300,0.681,158.181992
15.400,0.685,157.981995
15.500,0.690,157.791000
15.600,0.694,157.704498
15.700,0.699,157.754501
15.800,0.703,157.809006
15.900,0.707,157.918015
16.000,0.712,158.126999
16.100,0.716,158.427002
16.200,0.721,158.744995
16.300,0.725,159.263000
16.400,0.729,159.927002
16.500,0.734,160.235992
16.600,0.738,160.609009
16.700,0.743,160.636993
16.800,0.747,159.927994
16.900,0.752,159.065002
17.000,0.756,157.492996
17.100,0.760,155.157013
17.200,0.765,152.457001
17.300,0.769,149.675995
17.400,0.773,146.112015
17.500,0.777,142.893997
17.600,0.781,139.485001
17.700,0.784,136.020996
17.800,0.788,132.912003
17.900,0.792,129.720993
18.000,0.795,126.639000
18.100,0.799,123.738998
18.200,0.802,120.838997
18.300,0.805,117.930008
18.400,0.809,114.966003
18.500,0.812,112.365997
18.600,0.815,109.783997
18.700,0.818,107.419998
18.800,0.821,105.464996
18.900,0.824,103.956001
19.000,0.826,102.401001
19.100,0.829,101.301003
19.200,0.832,100.165001
19.300,0.835,98.665001
19.400,0.837,97.156006
19.500,0.840,95.565002
19.600,0.843,94.065002
19.700,0.845,92.574005
19.800,0.848,91.174004
19.900,0.850,89.774002
20.000,0.853,88.383003
20.100,0.855,87.101006
20.200,0.858,86.010002
20.300,0.860,85.028000
20.400,0.862,84.228004
20.500,0.865,83.445999
20.600,0.867,82.855003
20.700,0.869,82.355003
20.800,0.871,81.873001
20.900,0.874,81.572998
21.000,0.876,81.273003
21.100,0.878,80.973000
21.200,0.880,80.709007
21.300,0.883,80.809006
21.400,0.885,80.909004
21.500,0.887,81.044998
21.600,0.889,81.554001
21.700,0.892,82.171997
21.800,0.894,82.999001
21.900,0.896,84.089996
22.000,0.899,85.098999
22.100,0.901,86.208000
22.200,0.904,87.399002
22.300,0.906,88.508003
22.400,0.908,89.716995
22.500,0.911,91.016998
22.600,0.914,92.317001
22.700,0.916,93.616997
22.800,0.919,94.926003
22.900,0.922,96.326004
23.000,0.924,97.725998
23.100,0.927,99.125999
23.200,0.930,100.543999
23.300,0.933,102.143997
23.400,0.935,103.752998
23.500,0.938,105.462006
23.600,0.941,107.252998
23.700,0.944,108.953003
23.800,0.947,110.653000
23.900,0.951,112.317001
24.000,0.954,113.608002
24.100,0.957,114.790001
24.200,0.960,115.772003
24.300,0.963,116.527000
24.400,0.967,116.872002
24.500,0.970,117.653999
24.600,0.973,118.254005
24.700,0.977,118.889999
24.800,0.980,119.926003
24.900,0.983,121.308006
25.000,0.987,122.516998
25.100,0.990,123.817001
25.200,0.994,125.089996
25.300,0.997,126.108002
25.400,1.001,127.290001
25.500,1.004,128.298996
25.600,1.008,129.389999
25.700,1.011,130.399002
25.800,1.015,131.508011
25.900,1.019,132.690002
26.000,1.022,133.690002
26.100,1.026,134.699005
26.200,1.030,135.789993
26.300,1.034,136.798996
26.400,1.038,137.889999
26.500,1.041,138.899002
26.600,1.045,139.999008
26.700,1.049,141.098999
26.800,1.053,142.199005
26.900,1.057,143.298996
27.000,1.061,144.389999
27.100,1.065,145.389999
27.200,1.069,146.380997
27.300,1.073,147.289993
27.400,1.077,148.289993
27.500,1.082,149.280991
27.600,1.086,150.190002
27.700,1.090,151.181000
27.800,1.094,152.098999
27.900,1.098,153.172012
28.000,1.103,153.981003
28.100,1.107,154.863007
28.200,1.111,155.526993
28.300,1.116,155.818008
28.400,1.120,155.986496
28.500,1.124,155.836502
28.600,1.129,155.664001
28.700,1.133,155.273010
28.800,1.137,154.945999
28.900,1.142,154.404510
29.000,1.146,154.454514
29.100,1.150,154.518005
29.200,1.154,154.726990
29.300,1.159,155.063004
29.400,1.163,155.763000
29.500,1.167,156.472015
29.600,1.172,157.272003
29.700,1.176,158.072006
29.800,1.181,158.872009
29.900,1.185,159.672012
30.000,1.190,160.472015
30.100,1.194,161.272003
30.200,1.198,162.072006
30.300,1.203,162.880997
30.400,1.208,163.772003
30.500,1.212,164.580994
30.600,1.217,165.472015
30.700,1.221,166.280991
30.800,1.226,167.181000
30.900,1.231,168.080994
31.000,1.235,168.981003
31.100,1.240,169.872009
31.200,1.245,170.779999
31.300,1.250,171.772003
31.400,1.254,172.680008
31.500,1.259,173.672012
31.600,1.264,174.572006
31.700,1.269,175.472015
31.800,1.274,176.372009
31.900,1.279,177.272003
32.000,1.284,178.172012
32.100,1.289,179.072006
32.200,1.294,179.972015
32.300,1.299,180.872009
32.400,1.304,181.772003
32.500,1.309,182.672012
32.600,1.314,183.563995
32.700,1.319,184.372009
32.800,1.324,185.272003
32.900,1.329,186.164001
33.000,1.335,186.972015
33.100,1.340,187.863998
33.200,1.345,188.656006
33.300,1.350,189.363998
33.400,1.356,190.156006
33.500,1.361,190.856003
33.600,1.366,191.556000
33.700,1.371,192.255997
33.800,1.377,192.956009
33.900,1.382,193.648010
34.000,1.388,194.248001
34.100,1.393,194.848007
34.200,1.398,195.448013
34.300,1.404,196.048004
34.400,1.409,196.639999
34.500,1.415,197.148010
34.600,1.420,197.739990
34.700,1.426,198.207993
34.800,1.431,198.307999
34.900,1.437,198.396011
35.000,1.442,198.346008
35.100,1.448,198.292007
35.200,1.453,198.207993
35.300,1.459,198.307999
35.400,1.464,198.416016
35.500,1.470,198.639999
35.600,1.475,199.139999
35.700,1.481,199.624008
35.800,1.487,199.932007
35.900,1.492,200.332001
36.000,1.498,200.723999
36.100,1.503,201.024002
36.200,1.509,201.339996
36.300,1.514,201.856003
36.400,1.520,202.539993
36.500,1.526,203.039993
36.600,1.531,203.539993
36.700,1.537,204.039993
36.800,1.543,204.539993
36.900,1.548,205.031998
37.000,1.554,205.424011
37.100,1.560,205.723999
37.200,1.566,206.016006
37.300,1.571,206.223999
37.400,1.577,206.524002
37.500,1.583,206.807999
37.600,1.589,206.916016
37.700,1.594,207.156006
37.800,1.600,207.904007
37.900,1.606,209.148010
38.000,1.612,209.748001
38.100,1.618,210.348007
38.200,1.623,210.948013
38.300,1.629,211.539993
38.400,1.635,212.039993
38.500,1.641,212.524002
38.600,1.647,212.824005
38.700,1.653,213.148010
38.800,1.659,213.748001
38.900,1.665,214.332001
39.000,1.671,214.731995
39.100,1.677,215.148010
39.200,1.683,215.755997
39.300,1.689,216.464005
39.400,1.695,217.231995
39.500,1.701,217.608002
39.600,1.707,217.716003
39.700,1.713,217.940002
39.800,1.719,218.456009
39.900,1.725,219.132004
40.000,1.731,219.524002
40.100,1.737,219.839996
40.200,1.743,220.356003
40.300,1.750,221.048004
40.400,1.756,221.632004
40.500,1.762,222.007996
40.600,1.768,222.108002
40.700,1.774,222.231995
40.800,1.780,222.576004
