Time,Distance,RPM
19.900,0.835,4610.310059
20.000,0.838,4547.270020
20.100,0.841,4546.910156
20.200,0.843,4498.609863
20.300,0.846,4442.009766
20.400,0.848,4449.589844
20.500,0.851,4511.000000
20.600,0.853,4493.640137
20.700,0.856,4460.270020
20.800,0.858,4465.490234
20.900,0.860,4455.029785
21.000,0.863,4464.000000
21.100,0.865,4462.759766
21.200,0.867,4458.450195
21.300,0.870,4481.970215
21.400,0.872,4539.209961
21.500,0.874,4539.819824
21.600,0.877,4580.109863
21.700,0.879,4633.209961
21.800,0.881,4655.830078
21.900,0.884,4733.330078
22.000,0.886,4771.990234
22.100,0.888,4824.859863
22.200,0.891,4937.060059
22.300,0.893,5035.779785
22.400,0.895,5072.229980
22.500,0.898,5117.629883
22.600,0.900,5200.240234
22.700,0.903,5319.430176
22.800,0.905,5479.250000
22.900,0.908,5644.640137
23.000,0.910,5788.640137
23.100,0.913,5811.120117
23.200,0.915,5561.569824
23.300,0.918,5392.890137
23.400,0.921,5489.080078
23.500,0.923,5624.399902
23.600,0.926,5574.160156
23.700,0.929,5726.640137
23.800,0.932,5804.600098
23.900,0.935,5902.200195
24.000,0.938,5974.479980
24.100,0.940,5997.640137
24.200,0.943,6124.759766
24.300,0.946,6176.919922
24.400,0.949,6156.399902
24.500,0.952,5653.560059
24.600,0.956,5113.720215
24.700,0.959,4564.359863
24.800,0.962,4662.680176
24.900,0.965,4738.959961
25.000,0.969,4788.080078
25.100,0.972,4856.799805
25.200,0.975,4883.319824
25.300,0.979,4933.040039
25.400,0.982,4976.839844
25.500,0.985,5007.120117
25.600,0.989,5040.720215
25.700,0.992,5105.000000
25.800,0.996,5155.640137
25.900,0.999,5220.759766
26.000,1.003,5278.240234
26.100,1.007,5298.959961
26.200,1.010,5359.080078
26.300,1.014,5367.759766
26.400,1.018,5431.000000
26.500,1.021,5445.399902
26.600,1.025,5473.759766
26.700,1.029,5485.640137
26.800,1.033,5531.240234
26.900,1.037,5555.240234
27.000,1.040,5587.839844
27.100,1.044,5671.319824
27.200,1.048,5707.319824
27.300,1.052,5710.160156
27.400,1.056,5789.240234
27.500,1.060,5817.040039
27.600,1.064,5858.959961
27.700,1.068,5882.080078
27.800,1.073,5951.160156
27.900,1.077,5938.209961
28.000,1.081,5978.180176
28.100,1.085,6042.660156
28.200,1.089,6079.979980
28.300,1.093,6048.020020
28.400,1.098,6121.560059
28.500,1.102,6132.439941
28.600,1.106,6132.120117
28.700,1.111,6216.250000
28.800,1.115,6283.500000
28.900,1.119,6085.330078
29.000,1.124,5606.790039
29.100,1.128,5234.470215
29.200,1.133,5104.350098
29.300,1.137,5141.930176
29.400,1.142,5096.259766
29.500,1.146,5127.830078
29.600,1.151,5173.220215
29.700,1.155,5205.569824
29.800,1.160,5219.390137
29.900,1.164,5221.529785
30.000,1.169,5250.979980
30.100,1.173,5260.609863
30.200,1.178,5285.859863
30.300,1.182,5308.060059
30.400,1.187,5316.129883
30.500,1.192,5366.899902
30.600,1.196,5385.020020
30.700,1.201,5393.540039
30.800,1.206,5414.709961
30.900,1.210,5420.520020
31.000,1.215,5445.709961
31.100,1.220,5458.120117
31.200,1.224,5496.709961
31.300,1.229,5494.600098
31.400,1.234,5527.470215
31.500,1.239,5573.600098
31.600,1.244,5582.379883
31.700,1.249,5588.509766
31.800,1.254,5637.819824
31.900,1.258,5672.020020
32.000,1.263,5669.979980
32.100,1.268,5731.799805
32.200,1.273,5802.859863
32.300,1.278,5754.279785
32.400,1.283,5815.000000
32.500,1.289,5812.620117
32.600,1.294,5830.439941
32.700,1.299,5876.379883
32.800,1.304,5881.000000
32.900,1.309,5913.979980
33.000,1.314,5965.419922
33.100,1.319,5943.379883
33.200,1.325,5971.459961
33.300,1.330,6011.560059
33.400,1.335,6016.979980
33.500,1.341,6058.540039
33.600,1.346,6092.600098
33.700,1.351,6124.439941
33.800,1.357,6129.560059
33.900,1.362,6129.879883
34.000,1.367,6162.220215
34.100,1.373,6197.939941
34.200,1.378,6216.500000
34.300,1.384,6208.500000
34.400,1.389,6120.620117
34.500,1.395,5763.299805
34.600,1.400,5370.520020
34.700,1.406,5212.759766
34.800,1.411,5215.560059
34.900,1.417,5146.819824
35.000,1.422,5165.740234
35.100,1.428,5171.299805
35.200,1.433,5175.819824
35.300,1.439,5192.700195
35.400,1.444,5200.080078
35.500,1.450,5213.779785
35.600,1.455,5217.180176
35.700,1.461,5220.020020
35.800,1.467,5242.759766
35.900,1.472,5225.120117
36.000,1.478,5244.819824
36.100,1.483,5254.220215
36.200,1.489,5250.819824
36.300,1.495,5266.000000
36.400,1.500,5289.100098
36.500,1.506,5311.000000
36.600,1.511,5284.600098
36.700,1.517,5355.600098
36.800,1.523,5394.299805
36.900,1.528,5308.299805
37.000,1.534,5352.200195
37.100,1.540,5388.200195
37.200,1.546,5348.549805
37.300,1.551,5363.299805
37.400,1.557,5368.700195
37.500,1.563,5363.299805
37.600,1.569,5383.750000
37.700,1.574,5404.200195
37.800,1.580,5429.850098
37.900,1.586,5445.149902
38.000,1.592,5427.399902
38.100,1.598,5453.899902
38.200,1.604,5461.200195
38.300,1.609,5482.000000
38.400,1.615,5488.649902
38.500,1.621,5505.549805
38.600,1.627,5514.000000
38.700,1.633,5527.649902
38.800,1.639,5543.899902
38.900,1.645,5543.100098
39.000,1.651,5566.000000
39.100,1.657,5560.000000
39.200,1.663,5584.899902
39.300,1.669,5600.000000
39.400,1.675,5598.549805
39.500,1.681,5617.549805
